video_id,segment_id,start,end,duration,text_whisper,text_clean,text_final,review_decision,quality_level
rk1JTZim41g,19,126.0,129.0,3.0,"Trong quá trình cứu hộ, phải đảm bảo tuyệt đối an toàn cho lực lượng cứu hộ,","Trong quá trình cứu hộ, cần đảm bảo tuyệt đối an toàn cho lực lượng cứu hộ và chuẩn bị lực lượng y tế để cấp cứu, hỗ trợ những người trở về.","Trong quá trình cứu hộ, phải đảm bảo tuyệt đối an toàn cho lực lượng cứu hộ,",REVERT,LOW
rk1JTZim41g,20,129.0,132.0,3.0,"đồng thời chuẩn bị lực lượng y tế để cấp cứu, hỗ trợ những người trở về.","Đồng thời, cần chuẩn bị lực lượng y tế để cấp cứu và hỗ trợ những người trở về.","Đồng thời, cần chuẩn bị lực lượng y tế để cấp cứu và hỗ trợ những người trở về.",OK,HIGH
rk1JTZim41g,21,136.0,139.0,3.0,"Tại tỉnh Quảng Nam, nước lũ đã bắt đầu rút xuống sau gần 2 ngày ngập sâu.","Tại tỉnh Quảng Nam, nước lũ đã bắt đầu rút xuống sau gần 2 ngày ngập sâu, trong khi tại TP Hội An, người dân đã khẩn trương dọn dẹp để sớm trở lại nhịp sống bình thường.","Tại tỉnh Quảng Nam, nước lũ đã bắt đầu rút xuống sau gần 2 ngày ngập sâu.",REVERT,HIGH
rk1JTZim41g,22,139.0,142.0,3.0,"Vùng Hạ Liêu, sông Thu Bồn, mực nước cũng đang xuống chậm.","Vùng Hạ Liêu, sông Thu Bồn, mực nước đang xuống chậm.","Vùng Hạ Liêu, sông Thu Bồn, mực nước đang xuống chậm.",OK,HIGH
rk1JTZim41g,23,142.0,144.0,2.0,"Còn tại TP Hội An, đêm qua tranh thủ nước rút,","Còn tại TP Hội An, đêm qua, người dân đã tranh thủ nước rút để khẩn trương dọn dẹp, sớm trở lại nhịp sống bình thường.","Còn tại TP Hội An, đêm qua tranh thủ nước rút,",REVERT,LOW
rk1JTZim41g,24,144.0,147.0,3.0,người dân đã khẩn trương dọn dẹp để sớm trở lại nhịp sống bình thường.,Người dân TP Hội An đã khẩn trương dọn dẹp để sớm trở lại nhịp sống bình thường sau khi nước lũ rút.,người dân đã khẩn trương dọn dẹp để sớm trở lại nhịp sống bình thường.,REVERT,HIGH
rk1JTZim41g,25,149.0,154.0,5.0,"Theo ghi nhận tại nhiều tuyển đường ở khu phục cổ TP Hội An, nước đã rút trong đêm.","Theo ghi nhận tại nhiều tuyến đường ở khu phố cổ TP Hội An, nước đã rút trong đêm qua.","Theo ghi nhận tại nhiều tuyển đường ở khu phục cổ TP Hội An, nước đã rút trong đêm.",REVERT,HIGH
rk1JTZim41g,26,154.0,160.0,6.0,"Sau 2 ngày chìm trong nước, nhiều người dân đã tranh thủ lúc nước rút để dọn dẹp vệ sinh nhà cửa.","Sau 2 ngày chìm trong nước, nhiều người dân tại TP Hội An đã tranh thủ lúc nước rút để dọn dẹp vệ sinh nhà cửa.","Sau 2 ngày chìm trong nước, nhiều người dân đã tranh thủ lúc nước rút để dọn dẹp vệ sinh nhà cửa.",REVERT,HIGH
rk1JTZim41g,27,161.0,164.0,3.0,Chiều nay là 5 giờ kém là nước đã ra.,"Chiều nay, vào lúc 5 giờ kém, nước đã rút tại TP Hội An.",Chiều nay là 5 giờ kém là nước đã ra.,REVERT,LOW
rk1JTZim41g,28,164.0,172.0,8.0,Chị là chủ của cửa hàng này cho nên chị ra phải tranh thủ dọn dẹp cho vệ sinh môi trường cho sạch sẽ.,"Chị là chủ cửa hàng này, vì vậy chị phải tranh thủ dọn dẹp vệ sinh môi trường cho sạch sẽ.","Chị là chủ cửa hàng này, vì vậy chị phải tranh thủ dọn dẹp vệ sinh môi trường cho sạch sẽ.",OK,HIGH
rk1JTZim41g,29,172.0,177.0,5.0,"Theo người dân, mức lũ đợt này tương đương với mức nước lũ lượng vào năm 2013.","Theo người dân, mức lũ đợt này tương đương với mức nước lũ vào năm 2013.","Theo người dân, mức lũ đợt này tương đương với mức nước lũ vào năm 2013.",OK,HIGH
rk1JTZim41g,30,177.0,181.0,4.0,"Hầu hết khu phục cổ đều ngập sâu trong nước, có nơi đến 1,5m.","Hầu hết khu phố cổ ở TP Hội An đều ngập sâu trong nước, có nơi lên đến 1,5m.","Hầu hết khu phục cổ đều ngập sâu trong nước, có nơi đến 1,5m.",REVERT,HIGH
rk1JTZim41g,31,181.0,184.0,3.0,"Với phương châm, lũ ra đến đâu dọn dẹp đến đấy,","Với phương châm ""lũ ra đến đâu, dọn dẹp đến đấy"", người dân TP Hội An đã khẩn trương dọn dẹp vệ sinh nhà cửa sau khi nước lũ rút, nhằm sớm ổn định cuộc sống.","Với phương châm, lũ ra đến đâu dọn dẹp đến đấy,",REVERT,LOW
rk1JTZim41g,32,184.0,189.0,5.0,"như tuyển đường sau khi nước rút đã được động điên trở lại, sớm ổn định cuộc sống của người dân.","Sau khi nước rút, nhiều tuyến đường ở khu phố cổ TP Hội An đã được khôi phục, giúp người dân sớm ổn định cuộc sống.","như tuyển đường sau khi nước rút đã được động điên trở lại, sớm ổn định cuộc sống của người dân.",REVERT,LOW
rk1JTZim41g,33,189.0,196.0,7.0,"Nước lũ thì mình chưa biết là ấp sắp việc đấy chuẩn bị vào con tiếp theo,","Hiện tại, nước lũ tại một số khu vực thấp trũng như xã Cẩm Kim, phường Cẩm Nam, Minh An của thành phố Hội An vẫn còn ở mức cao, trong khi mức nước lũ tại các địa phương của tỉnh Quảng Nam đang xuống chậm do các thủy điện vẫn đang tiến hành xã lũ.","Nước lũ thì mình chưa biết là ấp sắp việc đấy chuẩn bị vào con tiếp theo,",REVERT,LOW
rk1JTZim41g,34,196.0,200.0,4.0,nhưng mà mình phải cố gắng hoạn chế thấp nhất những thời đại.,Chúng tôi phải nỗ lực hạn chế thấp nhất những thiệt hại có thể xảy ra.,nhưng mà mình phải cố gắng hoạn chế thấp nhất những thời đại.,REVERT,LOW
rk1JTZim41g,35,200.0,205.0,5.0,"Hiện nay, tại một số khu vực thấp trùng như xã Cầm Kim, phương Cầm Nam, Minh An,","Hiện nay, tại một số khu vực thấp trũng như xã Cầm Kim, phường Cầm Nam và Minh An của thành phố Hội An, nước lũ vẫn còn ở mức cao.","Hiện nay, tại một số khu vực thấp trùng như xã Cầm Kim, phương Cầm Nam, Minh An,",REVERT,LOW
rk1JTZim41g,36,205.0,208.0,3.0,"của thành phố Hội An, nước lũ vẫn còn ở mức cao.","Tại thành phố Hội An, nước lũ vẫn còn ở mức cao, đặc biệt tại một số khu vực thấp trũng như xã Cẩm Kim, phường Cẩm Nam, Minh An.","của thành phố Hội An, nước lũ vẫn còn ở mức cao.",REVERT,HIGH
rk1JTZim41g,37,208.0,212.0,4.0,Hiện nay thì mức nước lũ tại các địa phương của tỉnh Quảng Nam đang xuống châm.,"Hiện nay, mức nước lũ tại các địa phương của tỉnh Quảng Nam đang xuống chậm do các thủy điện vẫn đang tiến hành xã lũ.",Hiện nay thì mức nước lũ tại các địa phương của tỉnh Quảng Nam đang xuống châm.,REVERT,LOW
rk1JTZim41g,38,212.0,216.0,4.0,"Do phía thương nguồn, các thủy điện vẫn đang tiễn hành xã lũ.","Do ảnh hưởng từ nguồn nước, các thủy điện vẫn đang tiến hành xả lũ.","Do ảnh hưởng từ nguồn nước, các thủy điện vẫn đang tiến hành xả lũ.",OK,HIGH
rk1JTZim41g,39,216.0,220.0,4.0,"Bên cạnh việc khắc phục những hậu quả do mưa lũ,","Bên cạnh việc khắc phục hậu quả do mưa lũ, chính quyền các địa phương cũng đã đưa ra các phương án phòng chống nếu có diễn biến thời tiết xấu xảy ra.","Bên cạnh việc khắc phục những hậu quả do mưa lũ,",REVERT,LOW
rk1JTZim41g,40,220.0,224.0,4.0,thì chính quyền các địa phương cũng đã đưa ra những phương án để phòng chống,Chính quyền các địa phương đã đưa ra những phương án phòng chống để ứng phó với những diễn biến thời tiết xấu có thể xảy ra.,thì chính quyền các địa phương cũng đã đưa ra những phương án để phòng chống,REVERT,LOW
rk1JTZim41g,41,224.0,226.0,2.0,nếu có những diễn biến thời tiết xấu xảy ra.,Chính quyền các địa phương đã đưa ra những phương án phòng chống trong trường hợp có diễn biến thời tiết xấu xảy ra.,nếu có những diễn biến thời tiết xấu xảy ra.,REVERT,LOW
rk1JTZim41g,42,230.0,232.0,2.0,"Còn tại Đà Nẵng, mưa lũ kéo dài những ngày vừa qua","Còn tại Đà Nẵng, mưa lũ kéo dài trong những ngày qua đã khiến 12 trường học trên địa bàn huyện Hòa Vang bị ngập nặng.","Còn tại Đà Nẵng, mưa lũ kéo dài những ngày vừa qua",REVERT,HIGH
rk1JTZim41g,43,232.0,235.0,3.0,cũng khiến cho 12 trường học trên địa bàn huyện Hòa Vang bị ngập nặng.,Mưa lũ kéo dài trong những ngày qua đã khiến 12 trường học trên địa bàn huyện Hòa Vang bị ngập nặng.,Mưa lũ kéo dài trong những ngày qua đã khiến 12 trường học trên địa bàn huyện Hòa Vang bị ngập nặng.,OK,HIGH
rk1JTZim41g,44,235.0,239.0,4.0,"Hôm nay, khi nước lũ rút dần, các trường học trên địa bàn huyện cũng đã tổ chức","Hôm nay, khi nước lũ rút dần, các trường học trên địa bàn huyện Hòa Vang đã tổ chức dọn dẹp vệ sinh để nhanh chóng khắc phục hậu quả mưa lũ, sớm đón học sinh trở lại trường.","Hôm nay, khi nước lũ rút dần, các trường học trên địa bàn huyện cũng đã tổ chức",REVERT,HIGH
rk1JTZim41g,45,239.0,242.0,3.0,dọn dẹp vệ sinh trường lớp để nhanh chóng khắc phục hậu quả mưa lũ,"Các trường học trên địa bàn huyện Hòa Vang, TP Đà Nẵng đã tổ chức dọn dẹp vệ sinh trường lớp để nhanh chóng khắc phục hậu quả mưa lũ, nhằm sớm đón học sinh trở lại trường.",dọn dẹp vệ sinh trường lớp để nhanh chóng khắc phục hậu quả mưa lũ,REVERT,LOW
rk1JTZim41g,46,242.0,244.0,2.0,nhằm sớm đón học sinh trở lại trường.,"Các trường học trên địa bàn huyện Hòa Vang, TP Đà Nẵng đã tổ chức dọn dẹp vệ sinh để nhanh chóng khắc phục hậu quả mưa lũ nhằm sớm đón học sinh trở lại trường.",nhằm sớm đón học sinh trở lại trường.,REVERT,LOW
rk1JTZim41g,47,246.0,250.0,4.0,"Học số 2 Hỏa Tiến, huyện Hòa Vang là trường nằm ở vị trí thấp trũng.","Trường Học số 2 Hỏa Tiến, huyện Hòa Vang, nằm ở vị trí thấp trũng, đã bị ngập hơn 1 mét do mưa lớn trong những ngày qua, khiến học sinh phải nghỉ học dài ngày.","Học số 2 Hỏa Tiến, huyện Hòa Vang là trường nằm ở vị trí thấp trũng.",REVERT,HIGH
rk1JTZim41g,48,250.0,253.0,3.0,Mưa lớn những ngày qua khiến trường bị ngập hơn 1 mét.,"Mưa lớn trong những ngày qua đã khiến trường học số 2 Hỏa Tiến, huyện Hòa Vang, bị ngập hơn 1 mét.",Mưa lớn những ngày qua khiến trường bị ngập hơn 1 mét.,REVERT,HIGH
rk1JTZim41g,49,253.0,256.0,3.0,Các em học sinh đã phải nghỉ học dài ngày.,Các em học sinh đã phải nghỉ học trong thời gian dài do mưa lũ khiến 12 trường học trên địa bàn huyện Hòa Vang bị ngập nặng.,Các em học sinh đã phải nghỉ học dài ngày.,REVERT,HIGH
rk1JTZim41g,50,256.0,260.0,4.0,"Ngay sau khi nước rút, Ban giám hiệu nhà trường đã huy động toàn thể giáo viên","Ngay sau khi nước rút, Ban giám hiệu nhà trường đã huy động toàn bộ giáo viên để dọn dẹp vệ sinh trường lớp.","Ngay sau khi nước rút, Ban giám hiệu nhà trường đã huy động toàn bộ giáo viên để dọn dẹp vệ sinh trường lớp.",OK,HIGH
rk1JTZim41g,51,260.0,262.0,2.0,để dọn vệ sinh trường lớp.,"Các trường học trên địa bàn huyện Hòa Vang, TP Đà Nẵng đã tổ chức dọn vệ sinh trường lớp ngay khi nước lũ rút dần để nhanh chóng khắc phục hậu quả mưa lũ, sớm đón học sinh trở lại trường.",để dọn vệ sinh trường lớp.,REVERT,LOW
rk1JTZim41g,52,262.0,265.0,3.0,Ngập trong trường khoảng gần 1 mét nước.,"Trường học số 2 Hỏa Tiến, huyện Hòa Vang, bị ngập khoảng gần 1 mét nước do mưa lũ kéo dài, khiến học sinh phải nghỉ học dài ngày.",Ngập trong trường khoảng gần 1 mét nước.,REVERT,LOW
rk1JTZim41g,53,265.0,271.0,6.0,"Với tinh thần để học sinh sớm đến trường, nhà trường đã huy động toàn bộ giáo viên","Với tinh thần giúp học sinh sớm trở lại trường, nhà trường đã huy động toàn bộ giáo viên và nhân viên phối hợp với sự tham gia của công an huyện Hòa Vang để dọn dẹp vệ sinh trường lớp.","Với tinh thần để học sinh sớm đến trường, nhà trường đã huy động toàn bộ giáo viên",REVERT,HIGH
rk1JTZim41g,54,271.0,275.0,4.0,và nhân viên của nhà trường phối hợp với sự tham gia của công an huyện Hòa Vang.,"Nhà trường đã huy động toàn bộ giáo viên và nhân viên phối hợp với sự tham gia của công an huyện Hòa Vang để dọn vệ sinh trường lớp, nhằm sớm tạo điều kiện cho học sinh trở lại học tập.",và nhân viên của nhà trường phối hợp với sự tham gia của công an huyện Hòa Vang.,REVERT,LOW
rk1JTZim41g,55,275.0,280.0,5.0,Ngày sáng hôm nay là làm vệ sinh ở khu vực để có thể trong ngày mai,"Sáng hôm nay, các trường học trên địa bàn huyện Hòa Vang, TP Đà Nẵng đã tiến hành dọn vệ sinh để chuẩn bị cho việc đón học sinh trở lại vào ngày mai.",Ngày sáng hôm nay là làm vệ sinh ở khu vực để có thể trong ngày mai,REVERT,LOW
rk1JTZim41g,56,280.0,283.0,3.0,để cả em có đủ điều kiện về trường.,"Ngay sau khi nước rút, Ban giám hiệu trường Học số 2 Hỏa Tiến, huyện Hòa Vang đã huy động toàn thể giáo viên và nhân viên phối hợp với lực lượng công an huyện để dọn vệ sinh trường lớp, nhằm đảm bảo cho học sinh có đủ điều kiện trở lại trường.",để cả em có đủ điều kiện về trường.,REVERT,LOW
rk1JTZim41g,57,283.0,287.0,4.0,"Theo Sở Giáo dục và Đào tạo TP Đà Nẵng, sau đợt mưa lũ này,","Theo Sở Giáo dục và Đào tạo TP Đà Nẵng, sau đợt mưa lũ này, toàn huyện Hòa Vang có 12 trường bị ngập, nhưng không gây thiệt hại về người và tài sản.","Theo Sở Giáo dục và Đào tạo TP Đà Nẵng, sau đợt mưa lũ này,",REVERT,LOW
rk1JTZim41g,58,287.0,289.0,2.0,"toàn huyện Hòa Vang có 12 trường bị ngập lụt,","Toàn huyện Hòa Vang, TP Đà Nẵng có 12 trường học bị ngập lụt do mưa lũ kéo dài, nhưng không gây thiệt hại về người và tài sản.","toàn huyện Hòa Vang có 12 trường bị ngập lụt,",REVERT,HIGH
rk1JTZim41g,59,289.0,292.0,3.0,tuy nhiên không gây thiệt hại về người và tài sản.,"Tuy nhiên, sự cố này không gây thiệt hại về người và tài sản.","Tuy nhiên, sự cố này không gây thiệt hại về người và tài sản.",OK,HIGH
rk1JTZim41g,60,292.0,296.0,4.0,"Sau khi lỗ rút, các khuôn viên trường học đều bị ảnh hưởng,","Sau khi nước lũ rút, các khuôn viên trường học trên địa bàn huyện Hòa Vang, TP Đà Nẵng đều bị ảnh hưởng, với bùn non dày đặc, gây khó khăn cho công tác dọn dẹp vệ sinh nhằm sớm đón học sinh trở lại trường.","Sau khi lỗ rút, các khuôn viên trường học đều bị ảnh hưởng,",REVERT,LOW
rk1JTZim41g,61,296.0,300.0,4.0,bún non dày đặc để đảm bảo vệ học tập sớm được diễn ra sớm nhất.,"Sau khi nước rút, các khuôn viên trường học đều bị ảnh hưởng, bùn non dày đặc khiến công tác dọn dẹp gặp khó khăn, nhưng vẫn được thực hiện để đảm bảo học tập sớm diễn ra.",bún non dày đặc để đảm bảo vệ học tập sớm được diễn ra sớm nhất.,REVERT,LOW
rk1JTZim41g,62,300.0,304.0,4.0,"Bên cạnh huy động, các giáo viên của trường còn có lực lượng công an,","Bên cạnh việc huy động giáo viên, lực lượng công an cũng tham gia công tác dọn vệ sinh tại các trường học.","Bên cạnh huy động, các giáo viên của trường còn có lực lượng công an,",REVERT,LOW
rk1JTZim41g,63,304.0,306.0,2.0,tham gia công tác dọn vệ sinh.,"Các giáo viên và lực lượng công an đã tham gia công tác dọn vệ sinh trường lớp để nhanh chóng khắc phục hậu quả mưa lũ, giúp học sinh sớm trở lại trường.",tham gia công tác dọn vệ sinh.,REVERT,LOW
rk1JTZim41g,64,306.0,311.0,5.0,"Tuy nhiên, do khu nược bùn đất quá nhiều, khiến việc dọn dẹp gặp khó khăn.","Tuy nhiên, do khu vực có quá nhiều bùn đất, việc dọn dẹp gặp khó khăn.","Tuy nhiên, do khu vực có quá nhiều bùn đất, việc dọn dẹp gặp khó khăn.",OK,HIGH
rk1JTZim41g,65,311.0,314.0,3.0,"Chúng tôi chủ động, hy động anh em đoàn viên,","Chúng tôi đã chủ động huy động anh em đoàn viên, dùng sức lực của mình để giúp các trường dọn dẹp vệ sinh, nhằm sớm đưa các em trở lại lớp học.","Chúng tôi chủ động, hy động anh em đoàn viên,",REVERT,LOW
rk1JTZim41g,66,314.0,318.0,4.0,"dùng sức trái của mình để giúp các trường dọn dẹp vệ sinh,","Chúng tôi đã chủ động huy động đoàn viên, dùng sức lực của mình để giúp các trường dọn dẹp vệ sinh, nhằm giúp các em sớm trở lại lớp học.","dùng sức trái của mình để giúp các trường dọn dẹp vệ sinh,",REVERT,LOW
rk1JTZim41g,67,318.0,321.0,3.0,để cho các em mau chóng được đến lớp.,"Chúng tôi đã chủ động huy động lực lượng đoàn viên để giúp các trường dọn dẹp vệ sinh, nhằm đảm bảo các em sớm được trở lại lớp học.",để cho các em mau chóng được đến lớp.,REVERT,LOW
rk1JTZim41g,68,321.0,324.0,3.0,"Hiện có một số điểm trường mực nước vẫn chưa rút,","Hiện tại, một số điểm trường vẫn còn ngập nước, do đó công tác vệ sinh chưa thể triển khai.","Hiện có một số điểm trường mực nước vẫn chưa rút,",REVERT,MEDIUM
