path,text,quality_level,content_label,thesis_score
v002/v002_c055.mp4,"Sáng đến chiều mai, trời nhiều mây với nhiệt độ cao nhất đạt 33 độ.",HIGH,WEATHER_CORE,85
v002/v002_c056.mp4,"Đến chiều tối mai, trời sẽ chuyển mưa dông ở vài nơi, cần đề phòng gió giật và sấm xét kèm theo.",HIGH,WEATHER_CORE,85
v002/v002_c057.mp4,"Trái lại, đêm nay tại thủ đô Hà Nội không có mưa, nhiệt độ cảm giác khá lạnh ở mức 20 độ.",HIGH,WEATHER_CORE,90
v003/v003_c005.mp4,Thực tế là trong ngày hôm nay và ngày mai thì sẽ là giai đoạn hanh khô nhất ở khu vực miền Bắc.,HIGH,WEATHER_CORE,85
v003/v003_c009.mp4,"Sang ngày mai, gần như là toàn bộ miền Bắc vẫn nằm trong vùng màu vàng khô trên bản đồ trường ấm này,",MEDIUM,WEATHER_CORE,60
v003/v003_c011.mp4,"Sang tới ngày thứ tư, vùng màu vàng sẽ thu hẹp hơn một chút, còn khoảng 2 phần 3 diện tích của miền Bắc.",HIGH,WEATHER_CORE,85
v003/v003_c015.mp4,"thấp nhất trong đêm nay là 8-11 độ, Đồng Văn, Sapa hay Mậu Châu thì chỉ từ 1-4 độ thôi.",MEDIUM,WEATHER_CORE,85
v003/v003_c016.mp4,"Nhưng sang tới ngày mai, nắng nhiều, nhiệt độ tăng lên rất nhanh, lên mức là 20-23 độ, cảm giác ấm áp.",HIGH,WEATHER_CORE,85
v003/v003_c017.mp4,"Và đối với Sapa thì cũng tăng lên 13 độ, trời đỡ dét hơn hẳn.",MEDIUM,WEATHER_CORE,70
v003/v003_c019.mp4,"Tại thủ đô Hà Nội, đêm nay trời dét, nhiệt độ thấp nhất là 11 độ.",HIGH,WEATHER_CORE,90
v003/v003_c020.mp4,"Ngày mai nắng sớm, nhiệt độ tăng đến cả chục độ, 21 độ.",MEDIUM,WEATHER_CORE,75
v003/v003_c021.mp4,"Huế dự báo đêm nay có lúc có mưa nhỏ, gia tăng cảm giác dét, nhiệt độ vào khoảng 15 độ.",MEDIUM,WEATHER_CORE,75
v003/v003_c024.mp4,"Ngày mai trời có nắng, ấm áp, cao nhất là 19 độ.",HIGH,WEATHER_CORE,85
v004/v004_c003.mp4,"Nguyên nhân là do mưa lớn, nước thoát không kịp.",HIGH,WEATHER_CORE,60
v004/v004_c005.mp4,"Ngoài trường nói trên thì nhiều địa bàn của thành phố Đông Hà, tỉnh Quang Trị cũng bị ngập sâu trong sáng nay.",MEDIUM,WEATHER_CORE,70
v004/v004_c006.mp4,"Không riêng tại Quang Trị, áp thấp nhiệt đới cũng gây mưa lớn dọc các tỉnh miền Trung, gây ra những thiệt hại ban đầu cả về người và của.",HIGH,WEATHER_CORE,85
v004/v004_c010.mp4,"Hôm nay mưa tại Bình Định đã giảm, song nhiều khu vực tại huyện Tuy Phước, thành phố Quy Nhơn vẫn bị ngập do nước các sông từ Thụ Uồn đổ xuống.",HIGH,WEATHER_CORE,90
v004/v004_c017.mp4,"Hiện mưa đã tạnh, sông nguy cơ sạt lở tại các vùng trụ thấp, vùng đất dốc là rất lớn.",MEDIUM,WEATHER_CORE,70
v005/v005_c000.mp4,"Những ngày qua trên địa bàn của tỉnh Quảng Ngãi xảy ra một số vụ rông xét đánh làm nhiều người bị thương, cây cối ngã đổ.",MEDIUM,WEATHER_CORE,75
v005/v005_c004.mp4,Thời gian gần đây trên địa bàn Quảng Ngãi xảy ra nhiều vụ lốc xoáy và xấm xét làm sập nhiều nhà dân.,HIGH,WEATHER_CORE,85
v005/v005_c005.mp4,Theo Trung tâm Dự báo khí tượng Thủy văn Quảng Ngãi thì thời điểm này đang vào lúc giao mùa nên hiện tượng rông xét đang diễn biến phức tạp và nguy hiểm.,HIGH,WEATHER_CORE,85
v005/v005_c006.mp4,Hiện tượng rông xét sẽ còn kéo dài trong những ngày tới.,HIGH,WEATHER_CORE,80
v005/v005_c007.mp4,Người dân đặc biệt là bà con nông dân không nên chủ quan trước rông xét và phải nắm rõ các biện pháp phòng tránh rông xét gây thương vong về người và tài sản.,MEDIUM,WEATHER_CORE,70
v007/v007_c024.mp4,Mức nhiệt thấp nhất trong đêm nay,HIGH,WEATHER_CORE,80
v007/v007_c029.mp4,sẽ giao động trong khoảng là từ 10 cho tới là 15 độ.,MEDIUM,WEATHER_CORE,60
v007/v007_c035.mp4,nhiệt độ phổ biến trong khoảng là từ 6 cho tới 9 độ.,HIGH,WEATHER_CORE,85
v007/v007_c036.mp4,Với các khu vực núi cao thì nhiệt độ là từ 3 cho tới 6 độ,MEDIUM,WEATHER_CORE,70
v007/v007_c047.mp4,Nhiệt độ thấp nhất trong đêm nay là 15 độ.,HIGH,WEATHER_CORE,90
v007/v007_c048.mp4,Sang ngày mai nhiệt độ sẽ tăng lên mức là 17 độ.,HIGH,WEATHER_CORE,85
v007/v007_c050.mp4,nhiệt độ đêm nay chỉ khoảng là 20 độ,HIGH,WEATHER_CORE,85
v007/v007_c051.mp4,và sang ngày mai cao nhất sẽ là 23 độ.,MEDIUM,WEATHER_CORE,60
v007/v007_c054.mp4,Sang ngày mai trời có nắng cả ngày,HIGH,WEATHER_CORE,80
v007/v007_c055.mp4,nhiệt độ sẽ nhanh chóng tăng lên mức 32 độ.,HIGH,WEATHER_CORE,85
v008/v008_c006.mp4,"Thưa quý vị và các bạn, tại Quảng Nam, lượng mưa đã đạt từ 300 đến 400 mm.",HIGH,WEATHER_CORE,90
v008/v008_c007.mp4,"Tại Quảng Ngãi, lượng mưa ở một số điểm như Đức Phong đã vượt 600 mm chỉ trong vòng 18 giờ qua.",HIGH,WEATHER_CORE,95
v008/v008_c008.mp4,Mưa dồn dập đã khiến lũ trên các sông ở Quảng Ngãi dâng cao.,HIGH,WEATHER_CORE,85
v008/v008_c009.mp4,Đầu giờ chiều nay thì đã có 2 con sông vượt mức báo động khẩn cấp.,HIGH,WEATHER_CORE,85
v008/v008_c010.mp4,Sông Vệ và sông Trà Câu đã vượt mức báo động 3 từ 38-40 cm.,HIGH,WEATHER_CORE,90
v008/v008_c011.mp4,"Báo trong tối và đêm nay thì lũ trên 2 con sông này sẽ xuống chậm,",MEDIUM,WEATHER_CORE,60
v008/v008_c013.mp4,Sông Trà Khúc sẽ dâng lên mức báo động 2.,HIGH,WEATHER_CORE,85
v008/v008_c020.mp4,"Đối với Thừa Thiên Huế đến Bình Định dự báo là trong đêm nay sẽ tiếp tục có mưa to,",HIGH,WEATHER_CORE,90
v008/v008_c022.mp4,"Còn Quảng Bình, Quảng Trị, Kon Tum và Gia Lai sẽ có mưa vừa với lượng mưa từ 30-60mm.",HIGH,WEATHER_CORE,90
v008/v008_c024.mp4,"Tại thủ đô Hà Nội, đêm nay trời không mưa, nhiệt độ 22 độ, trời lạnh.",HIGH,WEATHER_CORE,90
v008/v008_c025.mp4,"Ngày mai hửng nắng, nhiệt độ tăng lên 27 độ.",HIGH,WEATHER_CORE,85
v008/v008_c026.mp4,"Đà Nẵng đêm nay có mưa vừa, mưa to và nhiệt độ khá lạnh, khoảng 22 độ.",HIGH,WEATHER_CORE,90
v008/v008_c027.mp4,"Ngày mai, mưa sẽ giảm dần, nhiệt độ cao nhất đạt 28 độ.",HIGH,WEATHER_CORE,85
v008/v008_c028.mp4,Đà Lạt đêm nay có mưa rét với nhiệt độ 17 độ.,HIGH,WEATHER_CORE,90
v008/v008_c029.mp4,"Ngày mai mưa muộn về chiều tối, ban ngày có nắng 25 độ.",HIGH,WEATHER_CORE,85
v009/v009_c002.mp4,"Vâng, hiện tại không khí lạnh đã gây mưa và gió rét tới một số nơi ở vùng núi phía Bắc",HIGH,WEATHER_CORE,85
v009/v009_c006.mp4,Điểm đáng chú ý của đợt rét này đó là trời còn có cả mưa nữa nên nguy cơ xuất hiện băng giá,HIGH,WEATHER_CORE,85
v009/v009_c010.mp4,"Khi các tinh thể băng rơi xuống từ những đám mây, nếu gặp không khí ấm sẽ thành giọt mưa",HIGH,WEATHER_CORE,90
v009/v009_c012.mp4,Đỉnh núi Phan Xì Bang tại Lào Cai là một trong những nơi vừa có mưa vừa rất lạnh vào đợt này,HIGH,WEATHER_CORE,85
v009/v009_c014.mp4,Cảnh báo 3 ngày tới ở đây đều có thể có mưa tuyết cùng băng giá về đêm và sáng sớm,HIGH,WEATHER_CORE,85
v009/v009_c016.mp4,"vì đây là lúc rét nhất của đợt, nhiệt độ sẽ dưới mức 0 độ C.",HIGH,WEATHER_CORE,90
v009/v009_c019.mp4,cũng có khả năng mưa tuyết và băng giá trong đợt này.,MEDIUM,WEATHER_CORE,60
v009/v009_c020.mp4,Các nơi khác của Bắc Bộ và Bắc Trung Bộ sẽ chuyển rét đậm diện rộng lần đầu tiên của mùa đông năm nay.,HIGH,WEATHER_CORE,90
v009/v009_c021.mp4,"Từ chủ nhật này đến thứ ba tuần sau, dự báo nhiệt độ thấp nhất là từ 10-14 độ,",HIGH,WEATHER_CORE,90
v009/v009_c023.mp4,Không khí lạnh tràn về còn gây mưa diện rộng từ Nghệ An xuống đến Bình Định trong đêm nay và 2 ngày tới.,HIGH,WEATHER_CORE,90
v009/v009_c024.mp4,Quảng Trị đến Quảng Ngãi sẽ có mưa lớn với lượng mưa là từ 100-200mm và có nơi trên 200mm.,HIGH,WEATHER_CORE,95
v009/v009_c025.mp4,"Nguy cơ cao gây ra lũ quét, sả lở đất tại vùng núi và ngập úng cục bộ tại các vùng trũng thấp ven sông.",HIGH,WEATHER_CORE,90
v009/v009_c026.mp4,"Nằm xa hơn nên chưa chịu tác động của gió lạnh, ngày mai Tây Nguyên và Nam Bộ vẫn có nắng.",HIGH,WEATHER_CORE,85
v009/v009_c027.mp4,"Một số nơi như Biên Hòa thủ dầu một khá nóng 33 độ, các nơi khác là 26-32 độ.",MEDIUM,WEATHER_CORE,75
v009/v009_c028.mp4,Còn tiếp theo sẽ là phần dự báo thời tiết cho một số thành phố trong đêm nay và ngày mai.,HIGH,WEATHER_SUPPORT,60
v009/v009_c029.mp4,"Hà Nội dự báo có mưa bất chợt, đêm nay nhiệt độ khoảng 17 độ.",HIGH,WEATHER_CORE,85
v009/v009_c030.mp4,"Ngày mai khi gió lạnh về mạnh hơn, nhiệt độ sẽ giảm xuống còn 13 độ.",HIGH,WEATHER_CORE,90
v009/v009_c031.mp4,"Đà Nẵng khả năng mưa sẽ rồn rập hơn, có lúc mưa to, đêm nay nhiệt độ là 20 độ.",MEDIUM,WEATHER_CORE,80
v009/v009_c032.mp4,"Ngày mai không quá 23 độ, trời lạnh.",HIGH,WEATHER_CORE,85
v009/v009_c034.mp4,"Sang ngày mai, nắng đẹp từ sáng đến chiều, 21 độ.",HIGH,WEATHER_CORE,90
v010/v010_c002.mp4,"Vâng, có lẽ đáng chú ý nhất về thời tiết lúc này đó chính là mưa rông, đặc biệt là ở khu vực vùng núi Bắc Bộ anh Dương ạ.",HIGH,WEATHER_CORE,90
v010/v010_c003.mp4,"Cụ thể là từ chiều tối ngày mai cho đến ngày 21 tháng 7 thì ở khu vực này khả năng là sẽ có nhiều nơi có mưa vừa,",HIGH,WEATHER_CORE,90
v010/v010_c004.mp4,mưa to khi mà vùng hội tụ hoạt động mạnh. Lượng mưa trong 4 ngày phổ biến là từ 100 cho tới 200mm,MEDIUM,WEATHER_CORE,75
v010/v010_c007.mp4,"cho khu vực Đồng Bằng và Trung Du của Bắc Bộ, trong đó có thủ đô Hà Nội. Nhưng mà mưa không quá lớn",MEDIUM,WEATHER_CORE,60
v010/v010_c012.mp4,"màu xanh đậm này là những nơi có thể mưa lượng khá, cảnh báo nguy cơ xảy ra cả lốc xét hay là gió giật mạnh.",MEDIUM,WEATHER_CORE,70
v010/v010_c013.mp4,Cuối cùng thì sẽ là phần dự báo thời tiết cho một số thành phố trong đêm nay và ngày mai.,HIGH,WEATHER_SUPPORT,60
v010/v010_c014.mp4,"Đối với thủ đô Hà Nội, đêm nay trời khá mát, 28 độ.",HIGH,WEATHER_CORE,85
v010/v010_c015.mp4,"Sang ngày mai trời nắng, 34 độ. Về chiều tối mai có thể mưa rông.",HIGH,WEATHER_CORE,85
v010/v010_c017.mp4,"Ngày mai nắng sớm, giữa trưa khá nóng, 35 độ.",HIGH,WEATHER_CORE,90
v010/v010_c018.mp4,"Thành phố Hồ Chí Minh, đêm nay thời tiết khá dễ chịu, 26 độ.",HIGH,WEATHER_CORE,85
v010/v010_c019.mp4,"Sáng vào trưa mai trời nắng, 34 độ. Về chiều tối liệu ý có mưa rông.",MEDIUM,WEATHER_CORE,70
v011/v011_c001.mp4,Nhưng thời tiết ở miền Bắc lại chưa thực sự nóng như là mọi năm chúng ta tưởng tượng.,MEDIUM,WEATHER_CORE,60
v011/v011_c002.mp4,Đến thời điểm này thì Hà Nội cũng chưa trải qua một đợt nắng nóng trên 35 độ nào.,HIGH,WEATHER_CORE,85
v011/v011_c012.mp4,Mùa nóng của năm nay thì cũng đã bắt đầu từ khoảng cuối tháng 3 đầu tháng 4,MEDIUM,WEATHER_SUPPORT,60
v011/v011_c018.mp4,Bước sang tháng 5 này thì số ngày nắng nóng dự báo là sẽ nhiều hơn,HIGH,WEATHER_CORE,80
v011/v011_c020.mp4,Đợt nắng nóng tới đây sẽ xuất hiện từ khoảng ngày 10 tháng 5,HIGH,WEATHER_CORE,85
v011/v011_c022.mp4,trở xuống đến Quảng Ngãi với mức nhiệt là khoảng từ 35 đến 37 độ.,MEDIUM,WEATHER_CORE,75
v011/v011_c023.mp4,Một số nơi ở vùng núi có thể sẽ cao hơn trên 37 độ.,MEDIUM,WEATHER_CORE,70
v011/v011_c024.mp4,Còn từ ngày 11 tháng 5 thì nắng nóng sẽ còn mở rộng ra khắp khu vực miền Bắc,MEDIUM,WEATHER_CORE,70
v011/v011_c025.mp4,và từ Thanh Hóa trở xuống đến Quảng Ngãi mức nhiệt cũng cao hơn từ 35 đến 38 độ,MEDIUM,WEATHER_CORE,75
v011/v011_c027.mp4,Đợt nắng nóng này dự báo là sẽ còn kéo dài cho đến ít nhất ngày 16 tháng 5.,HIGH,WEATHER_CORE,90
v011/v011_c030.mp4,"Theo như nhận định, cho đến thời điểm này thì nắng nóng của năm nay sẽ không kéo dài",HIGH,WEATHER_CORE,70
v011/v011_c032.mp4,Tuy nhiên do cũng đã bắt đầu vào hè rồi bởi vậy mà thời tiết sẽ càng ngày càng nóng hơn,MEDIUM,WEATHER_CORE,60
v011/v011_c033.mp4,và số ngày nóng cũng sẽ dần xuất hiện nhiều hơn tại Bắc Bộ cũng như Trung Bộ.,MEDIUM,WEATHER_CORE,60
v011/v011_c034.mp4,"Cụ thể, dự báo các đợt nắng nóng ở Bắc Bộ thì sẽ tập trung từ nay cho đến hết tháng 7",HIGH,WEATHER_CORE,90
v011/v011_c036.mp4,Trong đó thì đỉnh điểm của nắng nóng sẽ xuất hiện trong tháng 6 và tháng 7.,HIGH,WEATHER_CORE,80
v011/v011_c037.mp4,Còn đối với Bắc và Trung Trung Bộ thì nắng nóng sẽ kéo dài cho đến hết tháng 8.,HIGH,WEATHER_CORE,85
v011/v011_c038.mp4,"Dù là các đợt nắng nóng dự báo là không kéo dài tới cả tháng như là năm ngoái,",MEDIUM,WEATHER_CORE,60
v011/v011_c039.mp4,tuy nhiên trong cao điểm của mùa nóng thì một vài nơi có thể vẫn sẽ có những điểm nhiệt lên đến trên 40 độ.,MEDIUM,WEATHER_CORE,70
v011/v011_c041.mp4,Tuy nhiên khi mà thời tiết quá nóng thì nó sẽ gây ra những tác động không tốt đến cơ thể của chúng ta.,MEDIUM,WEATHER_SUPPORT,40
v011/v011_c052.mp4,"Nắng nóng khiến thân nhiệt tăng, đồng thời kích thích làm tăng huyết áp, nên gia tăng nguy cơ đột quỵ.",HIGH,WEATHER_CORE,85
v011/v011_c061.mp4,Cần phải hạn chế ra ngoài đường những lúc trời quá nóng.,HIGH,WEATHER_SUPPORT,40
v011/v011_c075.mp4,Cụ thể trong ngày mai thì ở cả hai khu vực này trời vẫn sẽ có nắng từ sáng đến chiều.,HIGH,WEATHER_CORE,85
v011/v011_c078.mp4,"Tây Ninh, Cần Thơ và Cà Mau thì mức nhiệt sẽ không vượt quá 34 độ.",HIGH,WEATHER_CORE,85
v011/v011_c079.mp4,Còn bây giờ sẽ là phần dự báo thời tiết cho một số thành phố.,HIGH,WEATHER_SUPPORT,30
v011/v011_c080.mp4,Đối với thủ đô Hà Nội đêm nay trời không mưa và có gió mát 26 độ.,HIGH,WEATHER_CORE,90
v011/v011_c081.mp4,"Ngày mai trời oi bức, mức nhiệt cao nhất 33 độ.",HIGH,WEATHER_CORE,85
v011/v011_c082.mp4,Thành phố Huế tối và đêm nay trời mát 23 độ.,HIGH,WEATHER_CORE,85
v011/v011_c083.mp4,Ngày mai nắng sớm và khá nóng 34 độ.,HIGH,WEATHER_CORE,85
v011/v011_c084.mp4,"Thành phố Hồ Chí Minh đêm nay không mưa, gió nhẹ 27 độ.",HIGH,WEATHER_CORE,85
v011/v011_c085.mp4,"Ngày mai trời nóng vào trưa chiều, nhiệt độ cao nhất 34 độ.",HIGH,WEATHER_CORE,90
v011/v011_c086.mp4,Với chiều tối lưu ý có mưa vài nơi.,HIGH,WEATHER_CORE,60
v012/v012_c000.mp4,Còn bây giờ chúng ta cũng quay trở lại với những thông tin dự báo thời tiết trong ngày mai.,HIGH,WEATHER_SUPPORT,40
v012/v012_c002.mp4,"Vâng, trong đợt này thì người ta đang chú ý khá nhiều về tình hình chiều cường ở khu vực Nam Bộ.",MEDIUM,WEATHER_CORE,70
v012/v012_c006.mp4,Còn tại trạm Mỹ Thuật của Vĩnh Long thì dự báo là sẽ cao hơn báo động 3 là khoảng 8cm.,MEDIUM,WEATHER_CORE,75
v012/v012_c009.mp4,"Còn đối với miền Bắc, lúc này cái rét đang dần quay trở lại, nhiệt độ vào đêm nay vẫn rất thấp.",HIGH,WEATHER_CORE,85
v012/v012_c010.mp4,"Ở thủ đô Hà Nội cũng như nhiều nơi khác, mức nhiệt phổ biến là từ 8-13 độ.",HIGH,WEATHER_CORE,90
v012/v012_c012.mp4,"Thế nhưng sang đến ngày mai, trời vẫn sẽ có nắng bởi vậy nhiệt độ sẽ tăng lên khá nhanh,",MEDIUM,WEATHER_CORE,70
v012/v012_c018.mp4,Với cách phối đồ như thế này thì đến buổi trưa trời ấm lên trẻ có thể cởi bớt các lớp áo.,MEDIUM,WEATHER_SUPPORT,40
v012/v012_c019.mp4,Và cuối bản tin sẽ là phần dự báo thời tiết cho các thành phố trong đêm nay và ngày mai.,HIGH,WEATHER_SUPPORT,60
v012/v012_c020.mp4,"Ở thành phố Đà Nẵng dự báo đêm nay có lúc có mưa, trời rét 16 độ.",HIGH,WEATHER_CORE,85
v012/v012_c021.mp4,Ngày mai vẫn sẽ còn mưa với nhiệt độ cao nhất 25 độ.,HIGH,WEATHER_CORE,85
v012/v012_c022.mp4,Thành phố Đà Lạt đêm nay không mưa 11 độ.,HIGH,WEATHER_CORE,90
v012/v012_c023.mp4,"Ngày mai trời tạnh giáo, trưa chiều có nắng ấm, mức nhiệt 21 độ.",MEDIUM,WEATHER_CORE,75
v012/v012_c024.mp4,"Thành phố Hồ Chí Minh đêm nay ít mây, nhiệt độ khoảng 21 độ trời lạnh.",HIGH,WEATHER_CORE,90
v012/v012_c025.mp4,Ngày mai trời có nắng nhiệt độ cao nhất 31 độ.,HIGH,WEATHER_CORE,85
v013/v013_c000.mp4,"Cập nhật đến chiều tối nay, bão số 7 vẫn nằm trên đảo Hải Nam, Trung Quốc.",HIGH,WEATHER_CORE,90
v013/v013_c001.mp4,"Dự báo đến tối và đêm nay, bão sẽ đi vào khu vực Vịnh Bắc Bộ.",HIGH,WEATHER_CORE,90
v013/v013_c002.mp4,"Đến 4 giờ ngày mai, tầm bão cách đảo Bạch Long Vĩ khoảng 40 km về phía Tây Tây Nam.",HIGH,WEATHER_CORE,90
v013/v013_c003.mp4,"Cường độ bão mạnh cấp 8, cấp 9, giật cấp 11.",HIGH,WEATHER_CORE,90
v013/v013_c004.mp4,"Trong 12 đến 24 giờ tiếp theo, bão đi theo hướng Tây với tốc độ 10 đến 15 km một giờ",HIGH,WEATHER_CORE,90
v013/v013_c006.mp4,"Đến 16 giờ ngày mai, tầm áp thấp nhiệt đới ở trên vùng biển từ Hải Phòng đến Thanh Hóa.",HIGH,WEATHER_CORE,90
v013/v013_c007.mp4,"Sức gió mạnh nhất vùng gần tầm áp thấp nhiệt đới cấp 7, giật cấp 9.",HIGH,WEATHER_CORE,90
v013/v013_c008.mp4,"Sau đó khoảng chiều tối mai, áp thấp nhiệt đới sẽ đổi hướng di chuyển theo hướng Tây Tây Nam,",HIGH,WEATHER_CORE,85
v013/v013_c010.mp4,"Vùng nguy hiểm trên Biển Đông trong 24 giờ tới với gió mạnh cấp 6,",MEDIUM,WEATHER_CORE,75
v013/v013_c013.mp4,Toàn bộ tàu thuyền hoạt động trong vùng này đều có nguy cơ cao chịu tác động của gió mạnh và sóng lớn.,HIGH,WEATHER_CORE,85
